contest,ai_model,ai_caption,human_caption,semantic_similarity
847,claude,"""And for my next trick, I'll make everyone's annual performance review disappear!""",I'd love to hook you up with my leaf blower.,0.06756974
847,claude,"""And for my next trick, I'll make everyone's annual performance review disappear!""",Who does your air?,0.13564625
847,claude,"""And for my next trick, I'll make everyone's annual performance review disappear!""",You aren't the only giant windbag here.,0.06365971
847,claude,"""And for my next trick, I'll make everyone's annual performance review disappear!""",You look fabulous! Who does your air?,0.1966613
847,claude,"""And for my next trick, I'll make everyone's annual performance review disappear!""",I'd love to hook you up with my leaf blower.,0.06756974
847,claude,"""And for my next trick, I'll make everyone's annual performance review disappear!""",Still selling cars Bob?,0.045381885
847,claude,"""And for my next trick, I'll make everyone's annual performance review disappear!""",I absolutely love what you’ve done with your air.,0.1993649
847,claude,"""And for my next trick, I'll make everyone's annual performance review disappear!""",You aren't the only giant windbag here.,0.06365971
578,chatgpt (gpt-4o),"""So, are they here for the pizza or to critique your choice of wine?""",It's his last shift before he becomes White House Chief of Staff.,-0.0027112402
578,chatgpt (gpt-4o),"""So, are they here for the pizza or to critique your choice of wine?""","Apparently ""pepperoni pizza"" autocorrects to ""paparazzi posse"".",0.31707516
578,chatgpt (gpt-4o),"""So, are they here for the pizza or to critique your choice of wine?""",And only last week he was the press secretary.,-0.019059326
578,chatgpt (gpt-4o),"""So, are they here for the pizza or to critique your choice of wine?""","Don't worry, your wife'll never find out. Nobody ever comes here.",0.020304106
578,chatgpt (gpt-4o),"""So, are they here for the pizza or to critique your choice of wine?""","The food is ok, but the media coverage is excellent.",0.22801207
578,chatgpt (gpt-4o),"""So, are they here for the pizza or to critique your choice of wine?""",This is the last time we dine at Scaramucci's.,0.31039003
578,chatgpt (gpt-4o),"""So, are they here for the pizza or to critique your choice of wine?""","Don't worry, your wife'll never find out. Nobody ever comes here.",0.020304106
578,chatgpt (gpt-4o),"""So, are they here for the pizza or to critique your choice of wine?""",And only last week he was the press secretary.,-0.019059326
578,chatgpt (gpt-4o),"""So, are they here for the pizza or to critique your choice of wine?""","Just for fun, let's send it back.",0.07089445
578,chatgpt (gpt-4o),"""So, are they here for the pizza or to critique your choice of wine?""",This is the last time we dine at Scaramucci's.,0.31039003
578,claude,"""I'm telling you, the service here is terrible. We've been waiting an eternity for our appetizers!""",It's his last shift before he becomes White House Chief of Staff.,0.09784114
578,claude,"""I'm telling you, the service here is terrible. We've been waiting an eternity for our appetizers!""","Apparently ""pepperoni pizza"" autocorrects to ""paparazzi posse"".",0.23456462
578,claude,"""I'm telling you, the service here is terrible. We've been waiting an eternity for our appetizers!""",And only last week he was the press secretary.,0.045396212
578,claude,"""I'm telling you, the service here is terrible. We've been waiting an eternity for our appetizers!""","Don't worry, your wife'll never find out. Nobody ever comes here.",0.110189825
578,claude,"""I'm telling you, the service here is terrible. We've been waiting an eternity for our appetizers!""","The food is ok, but the media coverage is excellent.",0.38873065
578,claude,"""I'm telling you, the service here is terrible. We've been waiting an eternity for our appetizers!""",This is the last time we dine at Scaramucci's.,0.28108004
578,claude,"""I'm telling you, the service here is terrible. We've been waiting an eternity for our appetizers!""","Don't worry, your wife'll never find out. Nobody ever comes here.",0.110189825
578,claude,"""I'm telling you, the service here is terrible. We've been waiting an eternity for our appetizers!""",And only last week he was the press secretary.,0.045396212
578,claude,"""I'm telling you, the service here is terrible. We've been waiting an eternity for our appetizers!""","Just for fun, let's send it back.",0.10180789
578,claude,"""I'm telling you, the service here is terrible. We've been waiting an eternity for our appetizers!""",This is the last time we dine at Scaramucci's.,0.28108004
674,chatgpt (gpt-4o),"""Great, Baxter. You've scared away *another* Hulk.""",So suddenly mister bark at everything has nothing to say.,0.16378827
674,chatgpt (gpt-4o),"""Great, Baxter. You've scared away *another* Hulk.""",Let's let him keep your ball.,0.16162527
674,chatgpt (gpt-4o),"""Great, Baxter. You've scared away *another* Hulk.""",There. That's what you've been barking at. Happy?,0.11174525
674,chatgpt (gpt-4o),"""Great, Baxter. You've scared away *another* Hulk.""","You're totally thinking you could outrun me, aren't you?",0.17109074
674,chatgpt (gpt-4o),"""Great, Baxter. You've scared away *another* Hulk.""","Well, if you haven't pooped, I have.",0.17460403
674,chatgpt (gpt-4o),"""Great, Baxter. You've scared away *another* Hulk.""",Maybe don't sniff this one.,0.084459856
674,chatgpt (gpt-4o),"""Great, Baxter. You've scared away *another* Hulk.""","You're totally thinking you could outrun me, aren't you?",0.17109074
674,chatgpt (gpt-4o),"""Great, Baxter. You've scared away *another* Hulk.""",So suddenly mister bark at everything has nothing to say.,0.16378827
674,chatgpt (gpt-4o),"""Great, Baxter. You've scared away *another* Hulk.""","Well, if you haven't pooped, I have.",0.17460403
674,chatgpt (gpt-4o),"""Great, Baxter. You've scared away *another* Hulk.""","So, this is fine but you're scared of the vacuum cleaner?",0.24286246
674,claude,"""I told you we should have gotten a St. Bernard instead.""",So suddenly mister bark at everything has nothing to say.,0.27189004
674,claude,"""I told you we should have gotten a St. Bernard instead.""",Let's let him keep your ball.,0.13115405
674,claude,"""I told you we should have gotten a St. Bernard instead.""",There. That's what you've been barking at. Happy?,0.21756265
674,claude,"""I told you we should have gotten a St. Bernard instead.""","You're totally thinking you could outrun me, aren't you?",0.112700075
674,claude,"""I told you we should have gotten a St. Bernard instead.""","Well, if you haven't pooped, I have.",0.22893946
674,claude,"""I told you we should have gotten a St. Bernard instead.""",Maybe don't sniff this one.,0.115909584
674,claude,"""I told you we should have gotten a St. Bernard instead.""","You're totally thinking you could outrun me, aren't you?",0.112700075
674,claude,"""I told you we should have gotten a St. Bernard instead.""",So suddenly mister bark at everything has nothing to say.,0.27189004
674,claude,"""I told you we should have gotten a St. Bernard instead.""","Well, if you haven't pooped, I have.",0.22893946
674,claude,"""I told you we should have gotten a St. Bernard instead.""","So, this is fine but you're scared of the vacuum cleaner?",0.07551874
724,chatgpt (gpt-4o),"""Yeah, it's a good read, but the ending really drags.""",You're still publishing on paper and I'm the dinosaur?,0.09349285
724,chatgpt (gpt-4o),"""Yeah, it's a good read, but the ending really drags.""",I saw a line and just started eating.,0.09954642
724,chatgpt (gpt-4o),"""Yeah, it's a good read, but the ending really drags.""","Oh really? Well, I thought bookstores were extinct.",0.14230575
724,chatgpt (gpt-4o),"""Yeah, it's a good read, but the ending really drags.""","The phrase you used, I believe, was, “Hilariously short arms.”",0.10826288
724,chatgpt (gpt-4o),"""Yeah, it's a good read, but the ending really drags.""","Mary Trump, your uncle sent me.",0.07977995
724,chatgpt (gpt-4o),"""Yeah, it's a good read, but the ending really drags.""",You're still publishing on paper and I'm the dinosaur?,0.09349285
724,chatgpt (gpt-4o),"""Yeah, it's a good read, but the ending really drags.""","""MEET ??"". I heard ""EAT"".",0.11953345
724,chatgpt (gpt-4o),"""Yeah, it's a good read, but the ending really drags.""","The phrase you used, I believe, was, “Hilariously short arms.”",0.10826288
724,chatgpt (gpt-4o),"""Yeah, it's a good read, but the ending really drags.""","I’m really not the monster you made me out to be, Barbara.",0.057833232
724,chatgpt (gpt-4o),"""Yeah, it's a good read, but the ending really drags.""","Oh really? Well, I thought bookstores were extinct.",0.14230575
724,claude,"""Meet the author at 2 P.M. - Masks required (for everyone's protection)""",You're still publishing on paper and I'm the dinosaur?,0.10641196
724,claude,"""Meet the author at 2 P.M. - Masks required (for everyone's protection)""",I saw a line and just started eating.,0.11022188
724,claude,"""Meet the author at 2 P.M. - Masks required (for everyone's protection)""","Oh really? Well, I thought bookstores were extinct.",0.077225946
724,claude,"""Meet the author at 2 P.M. - Masks required (for everyone's protection)""","The phrase you used, I believe, was, “Hilariously short arms.”",0.02891441
724,claude,"""Meet the author at 2 P.M. - Masks required (for everyone's protection)""","Mary Trump, your uncle sent me.",0.108435184
724,claude,"""Meet the author at 2 P.M. - Masks required (for everyone's protection)""",You're still publishing on paper and I'm the dinosaur?,0.10641196
724,claude,"""Meet the author at 2 P.M. - Masks required (for everyone's protection)""","""MEET ??"". I heard ""EAT"".",0.31470302
724,claude,"""Meet the author at 2 P.M. - Masks required (for everyone's protection)""","The phrase you used, I believe, was, “Hilariously short arms.”",0.02891441
724,claude,"""Meet the author at 2 P.M. - Masks required (for everyone's protection)""","I’m really not the monster you made me out to be, Barbara.",0.10124658
724,claude,"""Meet the author at 2 P.M. - Masks required (for everyone's protection)""","Oh really? Well, I thought bookstores were extinct.",0.077225946
551,chatgpt (gpt-4o),"""You know you're in trouble when even Poseidon forgot the sunscreen.""",Row v. Wave,-0.07486896
551,chatgpt (gpt-4o),"""You know you're in trouble when even Poseidon forgot the sunscreen.""",Row v. Wave,-0.07486896
551,chatgpt (gpt-4o),"""You know you're in trouble when even Poseidon forgot the sunscreen.""",We shall overcomb.,0.113423504
551,chatgpt (gpt-4o),"""You know you're in trouble when even Poseidon forgot the sunscreen.""","Ladies and gentlemen, if you look to your right, you’ll see a gift of friendship from the people of France; straight ahead, a gift of friendship from the people of Russia",0.020540502
551,chatgpt (gpt-4o),"""You know you're in trouble when even Poseidon forgot the sunscreen.""","I don't know what's worse, the undertow or the combover",0.17215511
551,chatgpt (gpt-4o),"""You know you're in trouble when even Poseidon forgot the sunscreen.""","Ladies and gentlemen, if you look to your right, you’ll see a gift of friendship from the people of France; straight ahead, a gift of friendship from the people of Russia",0.020540502
551,chatgpt (gpt-4o),"""You know you're in trouble when even Poseidon forgot the sunscreen.""",Row v. Wave,-0.07486896
551,chatgpt (gpt-4o),"""You know you're in trouble when even Poseidon forgot the sunscreen.""",We shall overcomb.,0.113423504
551,chatgpt (gpt-4o),"""You know you're in trouble when even Poseidon forgot the sunscreen.""",Row v. Wave,-0.07486896
551,chatgpt (gpt-4o),"""You know you're in trouble when even Poseidon forgot the sunscreen.""","I don't know what's worse, the undertow or the combover",0.17215511
551,claude,"""When the waves are just right, I can really shred this skyline, bro.""",Row v. Wave,0.35242456
551,claude,"""When the waves are just right, I can really shred this skyline, bro.""",Row v. Wave,0.35242456
551,claude,"""When the waves are just right, I can really shred this skyline, bro.""",We shall overcomb.,0.2315926
551,claude,"""When the waves are just right, I can really shred this skyline, bro.""","Ladies and gentlemen, if you look to your right, you’ll see a gift of friendship from the people of France; straight ahead, a gift of friendship from the people of Russia",0.044811085
551,claude,"""When the waves are just right, I can really shred this skyline, bro.""","I don't know what's worse, the undertow or the combover",0.13383366
551,claude,"""When the waves are just right, I can really shred this skyline, bro.""","Ladies and gentlemen, if you look to your right, you’ll see a gift of friendship from the people of France; straight ahead, a gift of friendship from the people of Russia",0.044811085
551,claude,"""When the waves are just right, I can really shred this skyline, bro.""",Row v. Wave,0.35242456
551,claude,"""When the waves are just right, I can really shred this skyline, bro.""",We shall overcomb.,0.2315926
551,claude,"""When the waves are just right, I can really shred this skyline, bro.""",Row v. Wave,0.35242456
551,claude,"""When the waves are just right, I can really shred this skyline, bro.""","I don't know what's worse, the undertow or the combover",0.13383366
879,chatgpt (gpt-4o),"""Technically, he's still falling.""","Yeah, I know. His Dad owns the place.",0.09546532
879,chatgpt (gpt-4o),"""Technically, he's still falling.""",This is his last resort.,0.23314384
879,chatgpt (gpt-4o),"""Technically, he's still falling.""",So much for death-defying.,0.12067182
879,chatgpt (gpt-4o),"""Technically, he's still falling.""",OMG Hell must have frozen over.,0.11839526
879,chatgpt (gpt-4o),"""Technically, he's still falling.""",How he keeps mixing up Shalom and Slalom is beyond me.,0.13795073
879,chatgpt (gpt-4o),"""Technically, he's still falling.""","Yeah, I know. His Dad owns the place.",0.09546532
879,chatgpt (gpt-4o),"""Technically, he's still falling.""",John 3:16 still the time to beat!,0.15983006
879,chatgpt (gpt-4o),"""Technically, he's still falling.""",So much for death-defying.,0.12067182
879,chatgpt (gpt-4o),"""Technically, he's still falling.""",John 3:16 still the time to beat!,0.15983006
879,chatgpt (gpt-4o),"""Technically, he's still falling.""",He’s got on way too many layers for where he’s going.,0.07195282
879,claude,"""Whoa, I never asked to be made the poster boy for our ski resort's latest marketing campaign!""","Yeah, I know. His Dad owns the place.",0.16104244
879,claude,"""Whoa, I never asked to be made the poster boy for our ski resort's latest marketing campaign!""",This is his last resort.,0.23107818
879,claude,"""Whoa, I never asked to be made the poster boy for our ski resort's latest marketing campaign!""",So much for death-defying.,0.063840106
879,claude,"""Whoa, I never asked to be made the poster boy for our ski resort's latest marketing campaign!""",OMG Hell must have frozen over.,0.1409105
879,claude,"""Whoa, I never asked to be made the poster boy for our ski resort's latest marketing campaign!""",How he keeps mixing up Shalom and Slalom is beyond me.,0.19738077
879,claude,"""Whoa, I never asked to be made the poster boy for our ski resort's latest marketing campaign!""","Yeah, I know. His Dad owns the place.",0.16104244
879,claude,"""Whoa, I never asked to be made the poster boy for our ski resort's latest marketing campaign!""",John 3:16 still the time to beat!,0.03832207
879,claude,"""Whoa, I never asked to be made the poster boy for our ski resort's latest marketing campaign!""",So much for death-defying.,0.063840106
879,claude,"""Whoa, I never asked to be made the poster boy for our ski resort's latest marketing campaign!""",John 3:16 still the time to beat!,0.03832207
879,claude,"""Whoa, I never asked to be made the poster boy for our ski resort's latest marketing campaign!""",He’s got on way too many layers for where he’s going.,0.10848755
546,chatgpt (gpt-4o),"""Look, Carl, if you're going to start complaining about 'palm trees,' we have bigger issues to discuss.""",What's happening on your side?,0.14726031
546,chatgpt (gpt-4o),"""Look, Carl, if you're going to start complaining about 'palm trees,' we have bigger issues to discuss.""","If we hadn't eaten Ted, he really would have enjoyed this.",0.18309128
546,chatgpt (gpt-4o),"""Look, Carl, if you're going to start complaining about 'palm trees,' we have bigger issues to discuss.""",We never should have applauded.,0.10640174
546,chatgpt (gpt-4o),"""Look, Carl, if you're going to start complaining about 'palm trees,' we have bigger issues to discuss.""","Well, I like it more than their ""ship on the horizon"" gag.",0.15556993
546,chatgpt (gpt-4o),"""Look, Carl, if you're going to start complaining about 'palm trees,' we have bigger issues to discuss.""",OK. We have two wishes left.,0.118317075
546,chatgpt (gpt-4o),"""Look, Carl, if you're going to start complaining about 'palm trees,' we have bigger issues to discuss.""",What's happening on your side?,0.14726031
546,chatgpt (gpt-4o),"""Look, Carl, if you're going to start complaining about 'palm trees,' we have bigger issues to discuss.""","If we hadn't eaten Ted, he really would have enjoyed this.",0.18309128
546,chatgpt (gpt-4o),"""Look, Carl, if you're going to start complaining about 'palm trees,' we have bigger issues to discuss.""","Well, I like it more than their ""ship on the horizon"" gag.",0.15556993
546,chatgpt (gpt-4o),"""Look, Carl, if you're going to start complaining about 'palm trees,' we have bigger issues to discuss.""",We never should have applauded.,0.10640174
546,chatgpt (gpt-4o),"""Look, Carl, if you're going to start complaining about 'palm trees,' we have bigger issues to discuss.""","l knew they were smart, but sarcastic?",0.2017428
546,claude,The perils of being the only vegetarian on a deserted island.,What's happening on your side?,0.110598
546,claude,The perils of being the only vegetarian on a deserted island.,"If we hadn't eaten Ted, he really would have enjoyed this.",0.26610202
546,claude,The perils of being the only vegetarian on a deserted island.,We never should have applauded.,0.07016182
546,claude,The perils of being the only vegetarian on a deserted island.,"Well, I like it more than their ""ship on the horizon"" gag.",0.16951
546,claude,The perils of being the only vegetarian on a deserted island.,OK. We have two wishes left.,0.15058678
546,claude,The perils of being the only vegetarian on a deserted island.,What's happening on your side?,0.110598
546,claude,The perils of being the only vegetarian on a deserted island.,"If we hadn't eaten Ted, he really would have enjoyed this.",0.26610202
546,claude,The perils of being the only vegetarian on a deserted island.,"Well, I like it more than their ""ship on the horizon"" gag.",0.16951
546,claude,The perils of being the only vegetarian on a deserted island.,We never should have applauded.,0.07016182
546,claude,The perils of being the only vegetarian on a deserted island.,"l knew they were smart, but sarcastic?",0.059613504
734,chatgpt (gpt-4o),"""And for your last mistake, you failed to list 'escape artist' on your résumé.""",This your last chance to come clean.,0.2357938
734,chatgpt (gpt-4o),"""And for your last mistake, you failed to list 'escape artist' on your résumé.""",Boss is makin' us work from home now.,0.15765563
734,chatgpt (gpt-4o),"""And for your last mistake, you failed to list 'escape artist' on your résumé.""","Stop fighting it kid, everyone eventually sings in the shower.",0.10949983
734,chatgpt (gpt-4o),"""And for your last mistake, you failed to list 'escape artist' on your résumé.""",I’m gonna ask you one more time; then I’m gonna flush the toilet.,0.13530315
734,chatgpt (gpt-4o),"""And for your last mistake, you failed to list 'escape artist' on your résumé.""",Why didn’t you go BEFORE I tied you up?,0.12357312
734,chatgpt (gpt-4o),"""And for your last mistake, you failed to list 'escape artist' on your résumé.""",Why didn’t you go BEFORE I tied you up?,0.12357312
734,chatgpt (gpt-4o),"""And for your last mistake, you failed to list 'escape artist' on your résumé.""",People don't realize how hard it is to Work From Home in my profession.,0.18723214
734,chatgpt (gpt-4o),"""And for your last mistake, you failed to list 'escape artist' on your résumé.""",Boss is makin' us work from home now.,0.15765563
734,chatgpt (gpt-4o),"""And for your last mistake, you failed to list 'escape artist' on your résumé.""",I’m gonna ask you one more time; then I’m gonna flush the toilet.,0.13530315
734,chatgpt (gpt-4o),"""And for your last mistake, you failed to list 'escape artist' on your résumé.""","Stop fighting it kid, everyone eventually sings in the shower.",0.10949983
734,claude,"All tied up in the shower again, Fred? We really need to get you a bigger tub!",This your last chance to come clean.,0.27912188
734,claude,"All tied up in the shower again, Fred? We really need to get you a bigger tub!",Boss is makin' us work from home now.,0.117222816
734,claude,"All tied up in the shower again, Fred? We really need to get you a bigger tub!","Stop fighting it kid, everyone eventually sings in the shower.",0.4385971
734,claude,"All tied up in the shower again, Fred? We really need to get you a bigger tub!",I’m gonna ask you one more time; then I’m gonna flush the toilet.,0.36012545
734,claude,"All tied up in the shower again, Fred? We really need to get you a bigger tub!",Why didn’t you go BEFORE I tied you up?,0.31993243
734,claude,"All tied up in the shower again, Fred? We really need to get you a bigger tub!",Why didn’t you go BEFORE I tied you up?,0.31993243
734,claude,"All tied up in the shower again, Fred? We really need to get you a bigger tub!",People don't realize how hard it is to Work From Home in my profession.,0.0380963
734,claude,"All tied up in the shower again, Fred? We really need to get you a bigger tub!",Boss is makin' us work from home now.,0.117222816
734,claude,"All tied up in the shower again, Fred? We really need to get you a bigger tub!",I’m gonna ask you one more time; then I’m gonna flush the toilet.,0.36012545
734,claude,"All tied up in the shower again, Fred? We really need to get you a bigger tub!","Stop fighting it kid, everyone eventually sings in the shower.",0.4385971
664,chatgpt (gpt-4o),"""I appreciate the flair, Mr. Pennypacker, but we're here to discuss your parking tickets, not your latest magic trick.""",Habeas corpus is one thing. Hocus pocus quite another.,0.027055131
664,chatgpt (gpt-4o),"""I appreciate the flair, Mr. Pennypacker, but we're here to discuss your parking tickets, not your latest magic trick.""",Put the jury back in the box and hand me the wand.,0.1823731
664,chatgpt (gpt-4o),"""I appreciate the flair, Mr. Pennypacker, but we're here to discuss your parking tickets, not your latest magic trick.""",I'm thinking of a number between 20 to life.,0.026976693
664,chatgpt (gpt-4o),"""I appreciate the flair, Mr. Pennypacker, but we're here to discuss your parking tickets, not your latest magic trick.""",Exhibit A had better reappear immediately.,0.12666187
664,chatgpt (gpt-4o),"""I appreciate the flair, Mr. Pennypacker, but we're here to discuss your parking tickets, not your latest magic trick.""","Listen!  If  I thought I could make obstruction of justice just ""disappear"" I'd be president of the United States!",0.15239815
664,chatgpt (gpt-4o),"""I appreciate the flair, Mr. Pennypacker, but we're here to discuss your parking tickets, not your latest magic trick.""",That rabbit was evidence!,0.07417726
664,chatgpt (gpt-4o),"""I appreciate the flair, Mr. Pennypacker, but we're here to discuss your parking tickets, not your latest magic trick.""",I'm thinking of a number between 20 to life.,0.026976693
664,chatgpt (gpt-4o),"""I appreciate the flair, Mr. Pennypacker, but we're here to discuss your parking tickets, not your latest magic trick.""",I just made a guy disappear for twenty years. Can you do that?,0.107440434
664,chatgpt (gpt-4o),"""I appreciate the flair, Mr. Pennypacker, but we're here to discuss your parking tickets, not your latest magic trick.""","No, you may not have a volunteer from the audience",0.12334968
664,chatgpt (gpt-4o),"""I appreciate the flair, Mr. Pennypacker, but we're here to discuss your parking tickets, not your latest magic trick.""",When was the last time you saw either half of her.,0.09390315
664,claude,"""I regret hiring a barrister for my divorce proceedings.""",Habeas corpus is one thing. Hocus pocus quite another.,0.1300369
664,claude,"""I regret hiring a barrister for my divorce proceedings.""",Put the jury back in the box and hand me the wand.,0.34847292
664,claude,"""I regret hiring a barrister for my divorce proceedings.""",I'm thinking of a number between 20 to life.,0.056250487
664,claude,"""I regret hiring a barrister for my divorce proceedings.""",Exhibit A had better reappear immediately.,0.2276003
664,claude,"""I regret hiring a barrister for my divorce proceedings.""","Listen!  If  I thought I could make obstruction of justice just ""disappear"" I'd be president of the United States!",0.21777532
664,claude,"""I regret hiring a barrister for my divorce proceedings.""",That rabbit was evidence!,0.15175521
664,claude,"""I regret hiring a barrister for my divorce proceedings.""",I'm thinking of a number between 20 to life.,0.056250487
664,claude,"""I regret hiring a barrister for my divorce proceedings.""",I just made a guy disappear for twenty years. Can you do that?,0.1665416
664,claude,"""I regret hiring a barrister for my divorce proceedings.""","No, you may not have a volunteer from the audience",0.09478942
664,claude,"""I regret hiring a barrister for my divorce proceedings.""",When was the last time you saw either half of her.,0.13430908
857,chatgpt (gpt-4o),"""Excuse me, miss—would you mind sharing that tray? I have six bags of pretzels.""",I hate going home. I have a million relatives.,0.15973552
857,chatgpt (gpt-4o),"""Excuse me, miss—would you mind sharing that tray? I have six bags of pretzels.""",Sarah quickly learnt the difference between extra-leg room  and extra leg-room,0.15402615
857,chatgpt (gpt-4o),"""Excuse me, miss—would you mind sharing that tray? I have six bags of pretzels.""",It's better than a screaming baby...it's better than a screaming baby...it's better than a ....,0.09406612
857,chatgpt (gpt-4o),"""Excuse me, miss—would you mind sharing that tray? I have six bags of pretzels.""",Family reunion picnic.  And you?,0.267092
857,chatgpt (gpt-4o),"""Excuse me, miss—would you mind sharing that tray? I have six bags of pretzels.""",That's nice.  My husband is a carpenter too.,0.069043174
857,chatgpt (gpt-4o),"""Excuse me, miss—would you mind sharing that tray? I have six bags of pretzels.""",I hate going home. I have a million relatives.,0.15973552
857,chatgpt (gpt-4o),"""Excuse me, miss—would you mind sharing that tray? I have six bags of pretzels.""",Sarah quickly learnt the difference between extra-leg room  and extra leg-room,0.15402615
857,chatgpt (gpt-4o),"""Excuse me, miss—would you mind sharing that tray? I have six bags of pretzels.""",It's better than a screaming baby...it's better than a screaming baby...it's better than a ....,0.09406612
857,chatgpt (gpt-4o),"""Excuse me, miss—would you mind sharing that tray? I have six bags of pretzels.""",Family reunion picnic.  And you?,0.267092
857,chatgpt (gpt-4o),"""Excuse me, miss—would you mind sharing that tray? I have six bags of pretzels.""",That's nice.  My husband is a carpenter too.,0.069043174
857,claude,"""I told you we should have taken the shuttle.""",I hate going home. I have a million relatives.,0.12534049
857,claude,"""I told you we should have taken the shuttle.""",Sarah quickly learnt the difference between extra-leg room  and extra leg-room,0.18290263
857,claude,"""I told you we should have taken the shuttle.""",It's better than a screaming baby...it's better than a screaming baby...it's better than a ....,0.056370042
857,claude,"""I told you we should have taken the shuttle.""",Family reunion picnic.  And you?,0.19516508
857,claude,"""I told you we should have taken the shuttle.""",That's nice.  My husband is a carpenter too.,0.016911855
857,claude,"""I told you we should have taken the shuttle.""",I hate going home. I have a million relatives.,0.12534049
857,claude,"""I told you we should have taken the shuttle.""",Sarah quickly learnt the difference between extra-leg room  and extra leg-room,0.18290263
857,claude,"""I told you we should have taken the shuttle.""",It's better than a screaming baby...it's better than a screaming baby...it's better than a ....,0.056370042
857,claude,"""I told you we should have taken the shuttle.""",Family reunion picnic.  And you?,0.19516508
857,claude,"""I told you we should have taken the shuttle.""",That's nice.  My husband is a carpenter too.,0.016911855
789,chatgpt (gpt-4o),"""Well, Steve, if it means we don’t have to go visit your parents, you can transform into whatever you like.""",I really hope you make better use of your last two wishes.,0.1497634
789,chatgpt (gpt-4o),"""Well, Steve, if it means we don’t have to go visit your parents, you can transform into whatever you like.""",Do you have to come in here every time I turn on the light?,0.18682955
789,chatgpt (gpt-4o),"""Well, Steve, if it means we don’t have to go visit your parents, you can transform into whatever you like.""",Do you have to come in here every time I turn on the light?,0.18682955
789,chatgpt (gpt-4o),"""Well, Steve, if it means we don’t have to go visit your parents, you can transform into whatever you like.""",This wasn’t what I meant when I told you to grow a pair.,0.1529617
789,chatgpt (gpt-4o),"""Well, Steve, if it means we don’t have to go visit your parents, you can transform into whatever you like.""",What the hell is a midlife chrysalis?,0.09396658
789,chatgpt (gpt-4o),"""Well, Steve, if it means we don’t have to go visit your parents, you can transform into whatever you like.""",You went out for wings without me?,0.18005806
789,chatgpt (gpt-4o),"""Well, Steve, if it means we don’t have to go visit your parents, you can transform into whatever you like.""","Ok, fine. You are capable of change.",0.22828731
789,chatgpt (gpt-4o),"""Well, Steve, if it means we don’t have to go visit your parents, you can transform into whatever you like.""",This wasn’t what I meant when I told you to grow a pair.,0.1529617
789,chatgpt (gpt-4o),"""Well, Steve, if it means we don’t have to go visit your parents, you can transform into whatever you like.""",What the hell is a midlife chrysalis?,0.09396658
789,chatgpt (gpt-4o),"""Well, Steve, if it means we don’t have to go visit your parents, you can transform into whatever you like.""",I really hope you make better use of your last two wishes.,0.1497634
789,claude,"""On the bright side, the feng shui in here is fabulous.""",I really hope you make better use of your last two wishes.,0.15473719
789,claude,"""On the bright side, the feng shui in here is fabulous.""",Do you have to come in here every time I turn on the light?,0.22500356
789,claude,"""On the bright side, the feng shui in here is fabulous.""",Do you have to come in here every time I turn on the light?,0.22500356
789,claude,"""On the bright side, the feng shui in here is fabulous.""",This wasn’t what I meant when I told you to grow a pair.,0.08049016
789,claude,"""On the bright side, the feng shui in here is fabulous.""",What the hell is a midlife chrysalis?,0.2010485
789,claude,"""On the bright side, the feng shui in here is fabulous.""",You went out for wings without me?,0.14745349
789,claude,"""On the bright side, the feng shui in here is fabulous.""","Ok, fine. You are capable of change.",0.12193556
789,claude,"""On the bright side, the feng shui in here is fabulous.""",This wasn’t what I meant when I told you to grow a pair.,0.08049016
789,claude,"""On the bright side, the feng shui in here is fabulous.""",What the hell is a midlife chrysalis?,0.2010485
789,claude,"""On the bright side, the feng shui in here is fabulous.""",I really hope you make better use of your last two wishes.,0.15473719
568,chatgpt (gpt-4o),"""Yes, it's true. Our therapist said we needed more space, but we thought this was a good start.""",Our timeshare presentation will begin in about 5 minutes.,0.08490394
568,chatgpt (gpt-4o),"""Yes, it's true. Our therapist said we needed more space, but we thought this was a good start.""","Grammatically, indeed it IS sleep with the fish, not 'fishes'.",0.08311169
568,chatgpt (gpt-4o),"""Yes, it's true. Our therapist said we needed more space, but we thought this was a good start.""",So when are you two taking the plunge?,0.1549405
568,chatgpt (gpt-4o),"""Yes, it's true. Our therapist said we needed more space, but we thought this was a good start.""",How was your flight in on United?,0.03623221
568,chatgpt (gpt-4o),"""Yes, it's true. Our therapist said we needed more space, but we thought this was a good start.""",So Vito tells me you're leaving the organization.,0.119212136
568,chatgpt (gpt-4o),"""Yes, it's true. Our therapist said we needed more space, but we thought this was a good start.""",So when are you two taking the plunge?,0.1549405
568,chatgpt (gpt-4o),"""Yes, it's true. Our therapist said we needed more space, but we thought this was a good start.""",Our timeshare presentation will begin in about 5 minutes.,0.08490394
568,chatgpt (gpt-4o),"""Yes, it's true. Our therapist said we needed more space, but we thought this was a good start.""",I know this isn't the kind of farewell party you were expecting.,0.0056251325
568,chatgpt (gpt-4o),"""Yes, it's true. Our therapist said we needed more space, but we thought this was a good start.""",How was your flight in on United?,0.03623221
568,chatgpt (gpt-4o),"""Yes, it's true. Our therapist said we needed more space, but we thought this was a good start.""",So Vito tells me you're leaving the organization.,0.119212136
568,claude,"""All these years and I never noticed the fine print - unlimited refills only valid while on premises.""",Our timeshare presentation will begin in about 5 minutes.,-0.011773126
