contest,human_caption,chatgpt,claude,Who_won,Description
710,He’s fixin to mate.,0.13777576,0.08357658,chatgpt,ChatGPT aligned more closely with human captions
710,I can usually identify a bird by the song but I think he's doing a cover.,0.505667,0.14086846,chatgpt,ChatGPT aligned more closely with human captions
710,Remember when he was just a humming bird?,0.43321767,0.22183709,chatgpt,ChatGPT aligned more closely with human captions
710,"Sometimes when they fly South, they only make it as far as Nashville.",0.22283536,0.17539933,chatgpt,ChatGPT aligned more closely with human captions
710,That's what happens when you make a nest with bluegrass.,0.2600274,0.14267974,chatgpt,ChatGPT aligned more closely with human captions
710,This next song is for the two idiots with the binoculars.,0.52819896,0.37299103,chatgpt,ChatGPT aligned more closely with human captions
710,This ones’ for all you empty nesters out there”,0.3763659,0.3702911,chatgpt,ChatGPT aligned more closely with human captions
711,I hope to God they find a cure before football season.,0.08656525,0.013656538,chatgpt,ChatGPT aligned more closely with human captions
711,I’m safe at home. How are you?,0.14174174,0.0696298,chatgpt,ChatGPT aligned more closely with human captions
711,"The bases are loaded and, frankly, so am I",0.1960561,0.040391106,chatgpt,ChatGPT aligned more closely with human captions
711,They’re all high and inside.,0.07183641,0.019585442,chatgpt,ChatGPT aligned more closely with human captions
711,Well the catcher is wearing a mask but everyone else is just staying six feet apart,0.09994398,0.040130205,chatgpt,ChatGPT aligned more closely with human captions
711,"Yes, it's a home game. Of course it's a home game. Everything's a fricking home game.",0.25779733,-0.07630849,chatgpt,ChatGPT aligned more closely with human captions
712,Barring any unforeseen complications...,0.0923217,0.06319276,chatgpt,ChatGPT aligned more closely with human captions
712,It was at that precise moment that George realized he could tell his boss exactly where to shove that performance review.,0.119128436,0.2892207,claude,Claude aligned more closely with human captions
712,It's actually a painting but it gives me an edge during negotiation.,0.12609369,0.116257586,chatgpt,ChatGPT aligned more closely with human captions
712,Just one last question:  Where do you see yourself in 5 years?,0.1638315,0.12270781,chatgpt,ChatGPT aligned more closely with human captions
712,So...we had a bad 1st quarter. It’s not the end of the world.,0.15688062,0.04989367,chatgpt,ChatGPT aligned more closely with human captions
712,Tell me about a time you identified a problem that others didn't see coming.,0.1138086,0.14339532,claude,Claude aligned more closely with human captions
713,...there's yer problem!  ya gotta short circus!,0.116015434,0.24619804,claude,Claude aligned more closely with human captions
713,Is it wise for the entire presidential administration to ride in one car?,0.12694918,0.25086161,claude,Claude aligned more closely with human captions
713,No wonder it pulls to the right.,0.11017328,0.025704056,chatgpt,ChatGPT aligned more closely with human captions
713,"On your way to the Republican National Convention, I see.",0.077683136,0.07863811,claude,Claude aligned more closely with human captions
713,"TOWN car, Bill. I suggested you buy a TOWN car.",0.22619039,0.3532863,claude,Claude aligned more closely with human captions
713,That's what you get for driving a shtick.,0.19303656,0.2693236,claude,Claude aligned more closely with human captions
713,"Well, there’s your problem, we’ll need to change attire.",0.09351757,0.07501607,chatgpt,ChatGPT aligned more closely with human captions
713,You say it's been sounding funny?,0.12822904,0.19823077,claude,Claude aligned more closely with human captions
714,"At that moment Willow was consumed with three thoughts: she couldn't swim,they were on their third drink,and she was on her ninth life.",0.1763843,0.16903794,chatgpt,ChatGPT aligned more closely with human captions
714,"Get adopted,” they said. “It’ll be fun,” they said",0.24995606,0.29031822,claude,Claude aligned more closely with human captions
714,God I wish they’d had kids,0.15333262,0.17958161,claude,Claude aligned more closely with human captions
714,"God, I cannot wait until they go back to work",0.10175995,0.06603148,chatgpt,ChatGPT aligned more closely with human captions
714,It was times like these that Mr. Snuffles most regretted being declawed.,0.16931447,0.1763204,claude,Claude aligned more closely with human captions
714,I’m still ignoring you,-0.01403065,0.062052608,claude,Claude aligned more closely with human captions
714,"Tonight, your bottom dresser drawer is my litter box.",0.22668786,0.24875365,claude,Claude aligned more closely with human captions
714,"When you suggested wine, the hot tub, your balls and my pussy, I expected something different.",0.20426312,0.26831952,claude,Claude aligned more closely with human captions
715,And then I find out all the king's horses and all the king's men are out-of-network.,0.14973313,0.050286204,chatgpt,ChatGPT aligned more closely with human captions
715,Getting laid is harder than it looks.,0.0677318,0.07610421,claude,Claude aligned more closely with human captions
715,"I had a great fall, the greatest. No one fall has ever been greater""",0.3389234,0.22677636,chatgpt,ChatGPT aligned more closely with human captions
715,"I mean, who sends horses?",0.15329361,0.058688905,chatgpt,ChatGPT aligned more closely with human captions
715,"In hindsight , I should have let the chicken go first.",0.15430911,0.12869726,chatgpt,ChatGPT aligned more closely with human captions
715,"No, you're thinking of my brother Humpty. I fell off the wagon.",0.3985146,0.14987281,chatgpt,ChatGPT aligned more closely with human captions
715,"The recipe said 'One egg, beaten.' I was lucky to get out alive.",0.20746848,0.15614608,chatgpt,ChatGPT aligned more closely with human captions
716,Could we have outstayed our welcome?,0.035751536,0.14450172,claude,Claude aligned more closely with human captions
716,"I don't know about you, but I'm thinking takeout",0.072837904,0.042757615,chatgpt,ChatGPT aligned more closely with human captions
716,I said to put lox in the fridge.,0.1979529,0.20845169,claude,Claude aligned more closely with human captions
716,"I've lost six pounds and a toe since starting this diet...""",0.42346603,0.058609046,chatgpt,ChatGPT aligned more closely with human captions
716,Maybe dad wants us to move out.,0.045295566,0.10134428,claude,Claude aligned more closely with human captions
716,Still want to see my bedroom?,-0.018774994,0.13864319,claude,Claude aligned more closely with human captions
716,The listing did say kitchen to die for.,0.26394224,0.19796689,chatgpt,ChatGPT aligned more closely with human captions
717,"4-B would know for sure, but by the horns I'd say male.",-0.047746886,0.09280941,claude,Claude aligned more closely with human captions
717,I guess I misheard. I thought the realtor said there was ‘a draft’ in the apartment.,0.22654647,0.1056153,chatgpt,ChatGPT aligned more closely with human captions
717,"So, if I can see it and you can see it, then it isn't the brownies.",0.03968236,0.01245364,chatgpt,ChatGPT aligned more closely with human captions
717,"Sure, this part eats a lot, but the Johnson's half has its own set of drawbacks.",0.056496885,-0.04057744,chatgpt,ChatGPT aligned more closely with human captions
717,"Well, at least up here we only have to feed it.",0.23474762,-0.06299116,chatgpt,ChatGPT aligned more closely with human captions
717,"Whadya know, three African-Americans in one New Yorker cartoon!",0.12141806,0.069596305,chatgpt,ChatGPT aligned more closely with human captions
718,"Because they don't need to be nailed to my feet, that's why.",0.21156262,0.19631228,chatgpt,ChatGPT aligned more closely with human captions
718,"Dude, I'm a horse and I'm talking and the first question you ask is, why I am wearing shoes that don't match?",0.26529062,0.2756465,claude,Claude aligned more closely with human captions
718,I don't need your approval. I just need you to tie the laces.,0.1913634,0.23748356,claude,Claude aligned more closely with human captions
718,I don't think 'dressage' means what you think it means.,0.122610964,0.09690361,chatgpt,ChatGPT aligned more closely with human captions
718,It’s genius! They’ll be tracking 2 men on foot!,0.12826951,0.099267066,chatgpt,ChatGPT aligned more closely with human captions
718,"Technically, they're still horseshoes.",0.58134556,0.14917415,chatgpt,ChatGPT aligned more closely with human captions
718,You should talk.  Look at that hat.,0.23330738,0.2212369,chatgpt,ChatGPT aligned more closely with human captions
719,...course you’ll have to put some money into it.,0.1805634,0.08984423,chatgpt,ChatGPT aligned more closely with human captions
719,"If you want a side-by-side, you'll have to go to the suburbs.",0.16688016,0.02585078,chatgpt,ChatGPT aligned more closely with human captions
719,Nothing in the neighborhood stacks up against it.,0.19379884,0.0504757,chatgpt,ChatGPT aligned more closely with human captions
719,Rent is stabilized at 25 cents for five minutes.,0.3397962,-0.00064754114,chatgpt,ChatGPT aligned more closely with human captions
719,The only downside is that rent needs to be paid in quarters.,0.43004173,0.056325685,chatgpt,ChatGPT aligned more closely with human captions
719,The only downside is that the monthly rent has to be paid in quarters,0.42993036,0.035556644,chatgpt,ChatGPT aligned more closely with human captions
719,Well the ad did say apartment size washer and dryer.,0.44116747,0.35440943,chatgpt,ChatGPT aligned more closely with human captions
720,Good for you! Men your age usually struggle getting it up.,0.08293615,0.029837798,chatgpt,ChatGPT aligned more closely with human captions
720,I am also unattainable.,0.04656513,0.13966182,claude,Claude aligned more closely with human captions
720,I changed my mind.  It would look better on the other side.,-0.010373391,0.06504619,claude,Claude aligned more closely with human captions
720,Now imagine having to do that in heels,0.1299112,0.18041787,claude,Claude aligned more closely with human captions
720,You think that’s punishment?  Try an eternity of listening to pick-up lines.,0.08341694,0.073666796,chatgpt,ChatGPT aligned more closely with human captions
720,Your wife is lucky.  I can't even get my husband to pick up his towel.,-0.043476023,0.045730636,claude,Claude aligned more closely with human captions
721,How is that door coming along?,0.19112733,0.1921327,claude,Claude aligned more closely with human captions
721,"I can still vote by mail,you know.",-0.016619084,-0.0458742,chatgpt,ChatGPT aligned more closely with human captions
721,"Mom, can't I just wear a mask?",0.109666154,0.03792208,chatgpt,ChatGPT aligned more closely with human captions
721,There. Now in 14 days we'll check your temperature again.,0.09187678,0.05181832,chatgpt,ChatGPT aligned more closely with human captions
721,This is why nobody likes to play with you.,0.13600741,0.038427748,chatgpt,ChatGPT aligned more closely with human captions
722,"Amazon drone delivery,” you said. 
“It’s so convenient,” you said.",0.14402501,0.09412728,chatgpt,ChatGPT aligned more closely with human captions
722,"In 2019, I would have been both confused and alarmed by this.",0.09443321,0.10314025,claude,Claude aligned more closely with human captions
722,"The piano's in tune, but the house is a little flat.",0.2572002,0.350604,claude,Claude aligned more closely with human captions
722,This is the only house I could find under a grand.,0.01992663,0.06274152,claude,Claude aligned more closely with human captions
722,We should probably leave before the bench arrives.,0.20283826,0.19428197,chatgpt,ChatGPT aligned more closely with human captions
722,You were right. We should have requested a fiddler on the roof.,0.21492115,0.1541123,chatgpt,ChatGPT aligned more closely with human captions
723,A little more on the Woofer,0.17354509,0.10255219,chatgpt,ChatGPT aligned more closely with human captions
723,I hate it when they hit those high notes that only they can hear.,0.29725868,0.16751398,chatgpt,ChatGPT aligned more closely with human captions
723,Less woofer?,0.13412201,0.011198074,chatgpt,ChatGPT aligned more closely with human captions
723,"PETA, Paw and Mary.",0.15284863,0.08751183,chatgpt,ChatGPT aligned more closely with human captions
723,That is the only band we could get to play at Trump rally.,0.2807768,0.20833033,chatgpt,ChatGPT aligned more closely with human captions
723,"They're all pretty good, except the fish...he just keeps playing scales.",0.43248305,0.21835563,chatgpt,ChatGPT aligned more closely with human captions
723,"We should be able to finish the album today, as long as no one rings the doorbell.",0.15676348,0.21988466,claude,Claude aligned more closely with human captions
724,"""MEET ??"". I heard ""EAT"".",0.11953345,0.31470302,claude,Claude aligned more closely with human captions
724,I saw a line and just started eating.,0.09954642,0.11022188,claude,Claude aligned more closely with human captions
724,"I’m really not the monster you made me out to be, Barbara.",0.057833232,0.10124658,claude,Claude aligned more closely with human captions
724,"Mary Trump, your uncle sent me.",0.07977995,0.108435184,claude,Claude aligned more closely with human captions
724,"Oh really? Well, I thought bookstores were extinct.",0.14230575,0.077225946,chatgpt,ChatGPT aligned more closely with human captions
724,"The phrase you used, I believe, was, “Hilariously short arms.”",0.10826288,0.02891441,chatgpt,ChatGPT aligned more closely with human captions
724,You're still publishing on paper and I'm the dinosaur?,0.09349285,0.10641196,claude,Claude aligned more closely with human captions
725,Couldn't you be like all the other dads and  mark my height on the tree with a pencil?,0.21238121,0.12421832,chatgpt,ChatGPT aligned more closely with human captions
725,I now see why you only get me every other weekend.,0.051374383,0.18345155,claude,Claude aligned more closely with human captions
725,I want to change my answer.  My favorite food is watermelon.,0.14531612,0.058171242,chatgpt,ChatGPT aligned more closely with human captions
725,"Like you always say, Dad, 'Aim high.'",0.25184512,0.27488914,claude,Claude aligned more closely with human captions
725,"You know, pumpkins are in season, too.",0.028900476,0.019474097,chatgpt,ChatGPT aligned more closely with human captions
725,You said you and Mom played this game earlier? Where is Mom?,0.07696979,0.10235379,claude,Claude aligned more closely with human captions
726,Am I still the worst thing that’s ever happened to you Bethany?,0.23086302,0.11931463,chatgpt,ChatGPT aligned more closely with human captions
726,I asked you to go get two MOJITOS!!!,0.11903134,0.035406094,chatgpt,ChatGPT aligned more closely with human captions
726,"Let's go to Texas,"" you said. ""Everything's bigger in Texas,"" you said. ""It'll be great,"" you said.",0.22151548,0.24725197,claude,Claude aligned more closely with human captions
726,Mojitos...she ordered two MOJITOS!,0.12741941,0.08607136,chatgpt,ChatGPT aligned more closely with human captions
726,"Once they choose their queen, honey, it’s really hard to change their minds.",0.08919042,0.096434236,claude,Claude aligned more closely with human captions
726,Relax! The president says they're harmless.,0.18214335,0.031670664,chatgpt,ChatGPT aligned more closely with human captions
726,"Six months ago, this would have made the news.",0.11190276,0.14668156,claude,Claude aligned more closely with human captions
727,Ambiance it has in abundance: Atmosphere? Not so much.,0.037805066,0.014952399,chatgpt,ChatGPT aligned more closely with human captions
727,And the best part? It all runs on solar.,0.116541386,0.2781687,claude,Claude aligned more closely with human captions
727,It's the closest you'll get to Manhattan in your price range.,0.123312056,0.04937083,chatgpt,ChatGPT aligned more closely with human captions
727,"No cable, but satellite works great up here!",0.028113822,0.019029709,chatgpt,ChatGPT aligned more closely with human captions
727,"Now I gotta tell you, it's not technically IN Brooklyn",0.1282517,0.1172556,chatgpt,ChatGPT aligned more closely with human captions
727,The place has great views but not much atmosphere.,-0.02046456,0.023555152,claude,Claude aligned more closely with human captions
727,This unit comes with a vacuum.,0.112057045,0.015668113,chatgpt,ChatGPT aligned more closely with human captions
728,"Ah great, now we’re going to have to wear masks",0.074794956,0.13161425,claude,Claude aligned more closely with human captions
728,"Hate to break it to you, dude, but I'm already Mormon.",0.09469119,-0.013954604,chatgpt,ChatGPT aligned more closely with human captions
728,On the bright side there's only one active covid-19 case on the island.,0.040397182,0.10578951,claude,Claude aligned more closely with human captions
728,Welcome to paradise. I take it he won another term.,0.09888572,0.10668582,claude,Claude aligned more closely with human captions
728,"Wow, you student loan people really know how to track someone down.",0.020588895,0.16924796,claude,Claude aligned more closely with human captions
729,"Gotta be honest, I’m relieved this is what you meant by ‘hanging.’",0.03676492,0.09492399,claude,Claude aligned more closely with human captions
729,"I'm swingin' in the reign, just swinging in the reign....",0.12842046,0.18268968,claude,Claude aligned more closely with human captions
729,Now is the winter of our discount tent.,0.07145199,-0.0073033907,chatgpt,ChatGPT aligned more closely with human captions
729,She got the throne in the divorce.,0.21822564,0.21479273,chatgpt,ChatGPT aligned more closely with human captions
729,"We can’t be overthrown, but we can be swayed.",0.15269682,0.09481379,chatgpt,ChatGPT aligned more closely with human captions
729,We’ll show those Ottomans.,0.16352528,0.1877622,claude,Claude aligned more closely with human captions
730,"Ethical concerns aside, you are gonna love being on this side of the microscope.",0.13468511,0.2575505,claude,Claude aligned more closely with human captions
730,"For the last time, Bob, I don’t know who moved your cheese.",0.29277265,0.10812464,chatgpt,ChatGPT aligned more closely with human captions
730,"I know you grew attached to them, but we need to terminate those four turtle subjects",0.16143295,0.12385921,chatgpt,ChatGPT aligned more closely with human captions
730,"I'm impressed by how quickly you made it here, doctor. This lab is a maze.",0.4625004,0.43642843,chatgpt,ChatGPT aligned more closely with human captions
730,"I'm the only one commenting on your name, Dr. Katz?",0.2749663,0.21545222,chatgpt,ChatGPT aligned more closely with human captions
730,"If you're free after work, I know this hole-in-the-wall place you'll love.",0.09420799,0.106680125,claude,Claude aligned more closely with human captions
730,"Says here, you have a lot of lab experience.",0.37460887,0.54137516,claude,Claude aligned more closely with human captions
730,This is not going to play well on social media.,-0.0027029961,0.04776352,claude,Claude aligned more closely with human captions
730,You were warned about side effects.,0.13112578,0.2171261,claude,Claude aligned more closely with human captions
731,During next week's session we'll have you paint yourself into a corner.,0.28398946,0.14769049,chatgpt,ChatGPT aligned more closely with human captions
731,"Honey, please wait until Pennsylvania comes in.",0.13477437,0.02953764,chatgpt,ChatGPT aligned more closely with human captions
731,I think we broke new ground today.,0.11972223,0.08125384,chatgpt,ChatGPT aligned more closely with human captions
731,"No, by all means-I want to see where you're going with this.",0.26327285,0.12134881,chatgpt,ChatGPT aligned more closely with human captions
731,"Well, I think we did more than scratch the surface today",0.11296228,0.13162005,claude,Claude aligned more closely with human captions
731,You can leave him there but I’m still billing you for ‘couples’”,0.12849768,0.118179366,chatgpt,ChatGPT aligned more closely with human captions
731,Your time is up.  We'll dig a little deeper next week.,0.2120404,0.1724293,chatgpt,ChatGPT aligned more closely with human captions
732,He’s been in and out of thrift stores since age 10.,0.13909827,-0.035761807,chatgpt,ChatGPT aligned more closely with human captions
732,"I must recuse myself, your Honor. I sleep with the defendant.",0.28618217,0.23868012,chatgpt,ChatGPT aligned more closely with human captions
732,"Isn't it true, Mr. Bear, that you were in bed with my client on the night in question?",0.3427682,0.13234667,chatgpt,ChatGPT aligned more closely with human captions
732,"It's true, your honor. I slept with the witness.",0.28812456,0.34265077,claude,Claude aligned more closely with human captions
732,The defense can't rest without this witness.,0.15255903,0.2391622,claude,Claude aligned more closely with human captions
732,The witness admits having slept with the defendant.,0.27066857,0.24844018,chatgpt,ChatGPT aligned more closely with human captions
732,Wasn’t your left eye sewn back on AFTER you identified my client?!,0.24121377,0.08779766,chatgpt,ChatGPT aligned more closely with human captions
732,Where were you between the hours of beddy-bye and nighty-night?,0.21876091,0.06479184,chatgpt,ChatGPT aligned more closely with human captions
733,Every time we attempt a re-count we fall asleep.,-0.005198246,0.109689936,claude,Claude aligned more closely with human captions
733,"It seems you promised them herd immunity, Sir.",0.21014301,0.16428864,chatgpt,ChatGPT aligned more closely with human captions
733,"It's the ""Ewe Too"" movement, Dave. I've gotta let you go.",0.12042923,0.15777308,claude,Claude aligned more closely with human captions
733,They don't hate us because we're wolves; they hate us because we're lawyers.,0.16545862,0.10099873,chatgpt,ChatGPT aligned more closely with human captions
733,They found out we've been fleecing them.,0.18594548,0.20533983,claude,Claude aligned more closely with human captions
733,"Well Mitch, just two more and we can control the Senate",0.12477349,0.06569825,chatgpt,ChatGPT aligned more closely with human captions
733,YOU unstick them.  Breeding Velcro wool was your idea.,0.15577556,0.43464923,claude,Claude aligned more closely with human captions
733,You figured eating the black one wouldn’t be noticed ??,0.028646031,0.04677524,claude,Claude aligned more closely with human captions
734,Boss is makin' us work from home now.,0.15765563,0.117222816,chatgpt,ChatGPT aligned more closely with human captions
734,I’m gonna ask you one more time; then I’m gonna flush the toilet.,0.13530315,0.36012545,claude,Claude aligned more closely with human captions
734,People don't realize how hard it is to Work From Home in my profession.,0.18723214,0.0380963,chatgpt,ChatGPT aligned more closely with human captions
734,"Stop fighting it kid, everyone eventually sings in the shower.",0.10949983,0.4385971,claude,Claude aligned more closely with human captions
734,This your last chance to come clean.,0.2357938,0.27912188,claude,Claude aligned more closely with human captions
734,Why didn’t you go BEFORE I tied you up?,0.12357312,0.31993243,claude,Claude aligned more closely with human captions
735,"Actually, I'm vanilla. Red Velvet is my stripper name.",0.05723695,0.19456957,claude,Claude aligned more closely with human captions
735,"Bad news. Edith left with the DJ.  I guess you can't have your cake and Edith, too.",0.10763889,0.44040203,claude,Claude aligned more closely with human captions
735,I shouldn't be telling you this but I saw her last week on a different cake.,0.038993564,0.4322409,claude,Claude aligned more closely with human captions
735,I was married once.  Didn’t work out.  She was a tart.,0.12439145,0.25998595,claude,Claude aligned more closely with human captions
735,It always ends in tiers......,0.059810214,0.034902804,chatgpt,ChatGPT aligned more closely with human captions
735,"Trust me, it’ll all end in tiers",-0.00062363595,0.008531757,claude,Claude aligned more closely with human captions
735,"Whoa, the cake you fell off of must have been huge!",0.10267546,0.3627214,claude,Claude aligned more closely with human captions
736,"If that’s a courtship display, I think I know how we go extinct.",0.04506856,0.17572856,claude,Claude aligned more closely with human captions
736,It would be a cruel irony if we go extinct but those hats endure.,0.04067436,0.27376598,claude,Claude aligned more closely with human captions
736,No one will ever wear that.  Not in 100 million years.,0.048754588,0.302624,claude,Claude aligned more closely with human captions
736,The hat is kinda dorky but the kid was delicious.,0.066783,0.24393508,claude,Claude aligned more closely with human captions
736,"Well, it's an improvement over your MAGA hat.",0.031898953,0.34264353,claude,Claude aligned more closely with human captions
736,"You can advocate for wind power all you want, Randy, but you’re not going to escape your fossil fuel destiny.",0.19080767,0.18474132,chatgpt,ChatGPT aligned more closely with human captions
736,Your meal came with a toy?,0.19032311,0.23019068,claude,Claude aligned more closely with human captions
737,And that’s when jack realized bean stalks lead to bean counters.,0.44306117,0.41192636,chatgpt,ChatGPT aligned more closely with human captions
737,"As you can see, stalks are up.",0.10666297,0.18686022,claude,Claude aligned more closely with human captions
737,Giant? Next floor.,0.17434524,0.14250791,chatgpt,ChatGPT aligned more closely with human captions
737,I thought you said the cloud was secure.,0.32562298,0.09925911,chatgpt,ChatGPT aligned more closely with human captions
737,No one here seems to know Jack.,0.27600476,0.052487794,chatgpt,ChatGPT aligned more closely with human captions
737,"Now that he's hacked the cloud, do you think he'll spill the beans?",0.344859,0.21522623,chatgpt,ChatGPT aligned more closely with human captions
737,So much for the security of cloud-based meetings.,0.27392694,0.17770097,chatgpt,ChatGPT aligned more closely with human captions
737,We have a stalker.,0.028369328,0.07061014,claude,Claude aligned more closely with human captions
738,"After the year they’ve had, it’s the least we can do.",0.13542709,0.18363537,claude,Claude aligned more closely with human captions
738,Can’t wait to see the look on his face when we put these back on the tree.,0.2973882,0.18723486,chatgpt,ChatGPT aligned more closely with human captions
738,Just to mess with him put them back on the tree.,0.34125108,0.15502664,chatgpt,ChatGPT aligned more closely with human captions
738,"Must be valuable, they spend hours collecting them!",0.11596152,0.22226045,claude,Claude aligned more closely with human captions
738,"No, the OTHER pile of useless organic matter.",0.16135035,0.12019737,chatgpt,ChatGPT aligned more closely with human captions
738,"This is your first abduction, isn’t it?",0.18064162,0.18595201,claude,Claude aligned more closely with human captions
738,"Trust me—I know their language. If he’s ‘raking it in,’ it’s money.",0.21276556,0.30701274,claude,Claude aligned more closely with human captions
738,"Wait, did they say 'take the man and leave' or 'take the man and leaves?'",0.26470777,0.18531772,chatgpt,ChatGPT aligned more closely with human captions
739,"He may be my best friend, but you will always be the reason mom and I got married.",0.18603939,0.13049415,chatgpt,ChatGPT aligned more closely with human captions
739,He said you ate his homework.,0.1886133,0.21201968,claude,Claude aligned more closely with human captions
739,Let's think of a better word to call his mommy.,0.16476807,0.20505291,claude,Claude aligned more closely with human captions
739,Of course we wanted a son. But we also wanted unconditional love.,0.19743022,0.31290376,claude,Claude aligned more closely with human captions
739,Of course you're not a rescue...who would say that to you?,0.13720459,0.16249867,claude,Claude aligned more closely with human captions
739,"Once tax season is over, you can go back to being the only child.",0.19870156,0.20334429,claude,Claude aligned more closely with human captions
740,He was very excited to get the job. His wife is over the moon.,0.15583019,0.19887364,claude,Claude aligned more closely with human captions
740,I tend to complicate simple things.,0.095821895,-0.025909845,chatgpt,ChatGPT aligned more closely with human captions
740,"Slowly...very slowly, take your red scarf off.",0.16908148,0.15445031,chatgpt,ChatGPT aligned more closely with human captions
740,"The policy was “You break it you bought it”, and he ended up owning the place.",0.27900463,0.22036907,chatgpt,ChatGPT aligned more closely with human captions
740,"We never, ever say ""charge it"".",0.064195,0.16671936,claude,Claude aligned more closely with human captions
740,"Yes, ma'am, he's the owner. We think of it as china in a bull's shop.",0.32185954,0.32537,claude,Claude aligned more closely with human captions
740,"You think this is impressive, I've got a fox tending my henhouse",0.089257866,0.13960463,claude,Claude aligned more closely with human captions
741,Be careful.  He has a dark side.,0.084652185,0.19605398,claude,Claude aligned more closely with human captions
741,"Don't worry, it's just a phase.",0.15521285,0.12870602,chatgpt,ChatGPT aligned more closely with human captions
741,Don’t be fooled. He has a dark side.,0.071247086,0.121039525,claude,Claude aligned more closely with human captions
741,I think it's just a phase.,0.13825074,0.036352452,chatgpt,ChatGPT aligned more closely with human captions
741,Just look at him.  He's full of himself.,0.10666241,0.011034802,chatgpt,ChatGPT aligned more closely with human captions
741,"This isn’t the first time you brought a date up to this spot, isn’t it?",0.096580565,0.10241741,claude,Claude aligned more closely with human captions
741,"When the moon's in the sky like a big winking eye, that's emoji.",0.34152755,0.10793754,chatgpt,ChatGPT aligned more closely with human captions
742,"Fine, but no flash photography.",0.1356681,-0.048024286,chatgpt,ChatGPT aligned more closely with human captions
742,I’ll have the Rauschenburger.,0.12273125,0.15142694,claude,Claude aligned more closely with human captions
742,"Make mine rare, but not priceless.",0.10785167,0.12912887,claude,Claude aligned more closely with human captions
742,"Sir, this is the Met. The Mets are down the street.",0.1235298,0.09076512,chatgpt,ChatGPT aligned more closely with human captions
742,That’s not how artist-in-residence works.,0.40502095,0.18218192,chatgpt,ChatGPT aligned more closely with human captions
742,This is the watercolor gallery. We don't allow charcoal here.,0.41588473,0.26482496,chatgpt,ChatGPT aligned more closely with human captions
742,This is watercolors. Charcoals are the next room over.,0.4277159,0.28826284,chatgpt,ChatGPT aligned more closely with human captions
742,"You are under the wrong impression, sir.",0.07842231,0.0261806,chatgpt,ChatGPT aligned more closely with human captions
743,"All right, now out like a lamb!",0.021165239,0.15224451,claude,Claude aligned more closely with human captions
743,Does this make me the trophy's wife?,0.18783307,0.075161345,chatgpt,ChatGPT aligned more closely with human captions
743,Getting warmer.,0.09161672,0.17370977,claude,Claude aligned more closely with human captions
743,I’ve changed my mind. I love it.,0.088707805,0.18924928,claude,Claude aligned more closely with human captions
743,Still not level.,0.021062562,0.03784177,claude,Claude aligned more closely with human captions
743,“So this is how you lionize yourself?”,0.4551975,0.42283905,chatgpt,ChatGPT aligned more closely with human captions
744,Any place you'd like me to lick for you?,0.07251401,0.23096621,claude,Claude aligned more closely with human captions
744,I could never pull that off.,0.14068769,0.2540738,claude,Claude aligned more closely with human captions
744,"It might be on backwards, but now they put the thermometer in my mouth.",0.13094386,0.13437892,claude,Claude aligned more closely with human captions
744,Mine's a placebo.,0.16210435,0.19238418,claude,Claude aligned more closely with human captions
744,"Think I look stupid, my master has one that covers his mouth and nose""",0.06585482,0.18423444,claude,Claude aligned more closely with human captions
744,This way I can still drink out of the toilet.,0.14151427,0.14653863,claude,Claude aligned more closely with human captions
744,Your going as a satellite dish?  I'm going as a pilgrim.,0.1435908,0.23806491,claude,Claude aligned more closely with human captions
745,"Just say the word, General. I have thirty French chefs on standby.",0.09689653,0.12992197,claude,Claude aligned more closely with human captions
745,People need to run for their lives no later than Wednesday.,0.09355751,0.028282056,chatgpt,ChatGPT aligned more closely with human captions
745,The mail's here.,0.08412208,0.04543587,chatgpt,ChatGPT aligned more closely with human captions
745,"We are going to need all the garlic, butter, shallots, and parsley you can find.",0.13046588,-0.034470055,chatgpt,ChatGPT aligned more closely with human captions
745,We probably should have done something about this last year when it was still three blocks away.,0.019878611,0.014866132,chatgpt,ChatGPT aligned more closely with human captions
745,We traced the slime trail back to Ted Cruz's house.,0.1276214,0.017170321,chatgpt,ChatGPT aligned more closely with human captions
746,Did you even look at the instructions?,0.108442746,-0.028787144,chatgpt,ChatGPT aligned more closely with human captions
746,"First a wheel, now stairs. When are you going to invent something useful?",0.5222925,0.15077439,chatgpt,ChatGPT aligned more closely with human captions
746,How about you do a little more hunting and a little less gathering?,0.015974805,0.18646482,claude,Claude aligned more closely with human captions
746,I forgot what I came upstairs for.,0.39438137,0.18636927,chatgpt,ChatGPT aligned more closely with human captions
746,It’s a rock classic.  I’ll call it Stairway to Heaven.,0.21074492,0.08223486,chatgpt,ChatGPT aligned more closely with human captions
746,"Okay, now throw me the slinky.",0.12212874,0.18001835,claude,Claude aligned more closely with human captions
746,"On second thought, put them back in a circle.",0.17046386,0.1465327,chatgpt,ChatGPT aligned more closely with human captions
746,That wasn't the kind of erection I had in mind,0.20086849,0.09893536,chatgpt,ChatGPT aligned more closely with human captions
747,I don’t think he understands the gravity of his situation.,0.16485023,0.18502727,claude,Claude aligned more closely with human captions
747,I just hope they don’t put in a pool.,0.21417229,0.21618329,claude,Claude aligned more closely with human captions
747,I think it's called an air B&B.,0.08381902,-0.03363876,chatgpt,ChatGPT aligned more closely with human captions
747,Just be glad he's not wearing his kilt today.,0.08903771,0.0502505,chatgpt,ChatGPT aligned more closely with human captions
