contest,caption,model,has_question_mark,ends_with_punctuation,caption_length,funny_votes,unfunny_votes,votes,category,source
773,I'm definitely ordering the sticky rice.,Human,False,True,40,607,1103,2804,Top 5 Funny,human
773,We should've ordered our drinks straight up.,Human,False,True,44,606,1002,2385,Top 5 Funny,human
773,„.dnos ǝɥʇ ɹǝpɹo ʇ’uoᗡ„,Human,False,False,23,1245,1565,4022,Top 5 Unfunny,human
773,Your first time in Australia?,Human,True,True,29,654,1155,2651,Top 5 Unfunny,human
773,I'm definitely ordering the sticky rice.,Human,False,True,40,607,1103,2804,Top 5 Unfunny,human
773,"I guess I should have said ""cheers"" instead of ""bottoms up.""",Human,False,False,60,624,1069,2647,Top 5 Unfunny,human
773,"If we order the apple turnover, we should be ok.",Human,False,True,48,531,1033,2442,Top 5 Unfunny,human
774,Could I borrow your Aye Phone?,Human,True,True,30,730,2030,4035,Top 5 Unfunny,human
774,"If you're waiting for your ship to come in, I wouldn't.",Human,False,True,55,854,2279,4554,Top 5 Funny,human
774,You're a sight for a sore eye.,Human,False,True,30,937,2182,4722,Top 5 Funny,human
774,"To be fair, you don't look like your profile picture either.",Human,False,True,60,925,2089,4495,Top 5 Funny,human
774,I could use some arrr and arrr.,Human,False,True,31,899,2337,4598,Top 5 Funny,human
774,They said it was a reorganization.  Then out came this plank.,Human,False,True,61,854,1990,4280,Top 5 Funny,human
774,I could use some arrr and arrr.,Human,False,True,31,899,2337,4598,Top 5 Unfunny,human
774,"If you're waiting for your ship to come in, I wouldn't.",Human,False,True,55,854,2279,4554,Top 5 Unfunny,human
774,You're a sight for a sore eye.,Human,False,True,30,937,2182,4722,Top 5 Unfunny,human
774,"To be fair, you don't look like your profile picture either.",Human,False,True,60,925,2089,4495,Top 5 Unfunny,human
775,"Let's skip ""Time Is On My Side"" and close with ""Great Balls of Fire.""",Human,False,False,69,911,1443,3569,Top 5 Funny,human
775,Is this the day the music died?,Human,True,True,31,954,1456,3700,Top 5 Funny,human
775,They'll never know what we used our tiny arms for.,Human,False,True,50,1025,1496,3717,Top 5 Funny,human
775,Any last requests?,Human,True,True,18,828,1474,3557,Top 5 Unfunny,human
775,Can’t believe we’re opening for Genesis.,Human,False,True,40,1069,1490,3680,Top 5 Funny,human
775,Can’t believe we’re opening for Genesis.,Human,False,True,40,1069,1490,3680,Top 5 Unfunny,human
775,They'll never know what we used our tiny arms for.,Human,False,True,50,1025,1496,3717,Top 5 Unfunny,human
775,I wish we had done the sex and drugs first.,Human,False,True,43,1329,1875,4704,Top 5 Unfunny,human
775,I wish we had done the sex and drugs first.,Human,False,True,43,1329,1875,4704,Top 5 Funny,human
775,Is this the day the music died?,Human,True,True,31,954,1456,3700,Top 5 Unfunny,human
776,It was worse when he was an airline mechanic.,Human,False,True,45,742,1262,2976,Top 5 Funny,human
776,We met in AAA.,Human,False,True,14,738,1073,2709,Top 5 Funny,human
776,You'll need a key to use the bathroom.,Human,False,True,38,1171,1906,4569,Top 5 Unfunny,human
776,My other son is a mortician.  Wanna see the basement?,Human,True,True,53,1127,1583,3767,Top 5 Unfunny,human
776,My other son is a mortician.  Wanna see the basement?,Human,True,True,53,1127,1583,3767,Top 5 Funny,human
776,You'll need a key to use the bathroom.,Human,False,True,38,1171,1906,4569,Top 5 Funny,human
776,"He hasn't proposed yet, but he did give me a written estimate.",Human,False,True,62,1202,1579,4230,Top 5 Funny,human
776,"He hasn't proposed yet, but he did give me a written estimate.",Human,False,True,62,1202,1579,4230,Top 5 Unfunny,human
776,It was worse when he was an airline mechanic.,Human,False,True,45,742,1262,2976,Top 5 Unfunny,human
776,It was worse when he was a mortician.,Human,False,True,37,698,1182,2592,Top 5 Unfunny,human
777,Already sold.  Guy on the phone.  Kim something.,Human,False,True,48,1557,2320,5743,Top 5 Funny,human
777,"Yeah, and you never took a pen home from the office?",Human,True,True,52,1277,2190,5276,Top 5 Funny,human
777,"You know how it is. You promise yourself you're going to use it every day, but after a couple of weeks it just ends up in the back of the garage.",Human,False,True,145,1154,1999,5101,Top 5 Funny,human
777,Already sold.  Guy on the phone.  Kim something.,Human,False,True,48,1557,2320,5743,Top 5 Unfunny,human
777,"Yeah, and you never took a pen home from the office?",Human,True,True,52,1277,2190,5276,Top 5 Unfunny,human
777,Amazon accidentally sent two.,Human,False,True,29,1456,2014,5362,Top 5 Unfunny,human
777,"It works fine, we’re just no longer a nuclear family.",Human,False,True,53,1386,1999,5032,Top 5 Unfunny,human
777,"You know how it is. You promise yourself you're going to use it every day, but after a couple of weeks it just ends up in the back of the garage.",Human,False,True,145,1154,1999,5101,Top 5 Unfunny,human
777,Amazon accidentally sent two.,Human,False,True,29,1456,2014,5362,Top 5 Funny,human
777,"It works fine, we’re just no longer a nuclear family.",Human,False,True,53,1386,1999,5032,Top 5 Funny,human
778,It’s the closest Texas would let us get to sex ed.,Human,False,True,50,2077,2528,6103,Top 5 Unfunny,human
778,Don't sell him short.  He did solve that crossing the road thing.,Human,False,True,65,519,1332,2862,Top 5 Unfunny,human
778,We have ordered both from Amazon and we are going to see which comes first.,Human,False,True,75,740,1648,3325,Top 5 Unfunny,human
778,It’s the closest Texas would let us get to sex ed.,Human,False,True,50,2077,2528,6103,Top 5 Funny,human
778,We’ve got it narrowed down to two possibilities.,Human,False,True,48,405,1121,2318,Top 5 Unfunny,human
778,We have ordered both from Amazon and we are going to see which comes first.,Human,False,True,75,740,1648,3325,Top 5 Funny,human
778,Don't sell him short.  He did solve that crossing the road thing.,Human,False,True,65,519,1332,2862,Top 5 Funny,human
778,We’ve got it narrowed down to two possibilities.,Human,False,True,48,405,1121,2318,Top 5 Funny,human
778,Him? That's the guy who figured out how much wood a woodchuck could chuck.,Human,True,True,74,1131,2191,4862,Top 5 Funny,human
778,Him? That's the guy who figured out how much wood a woodchuck could chuck.,Human,True,True,74,1131,2191,4862,Top 5 Unfunny,human
779,"I am a talking dog, for crying out loud, and you're fixated on how I got into this glass globe?",Human,True,True,95,1053,2008,4458,Top 5 Unfunny,human
779,I identify as a fish.,Human,False,True,21,915,2069,4353,Top 5 Unfunny,human
779,You sure this'll fool the landlord?,Human,True,True,35,1317,2053,5000,Top 5 Unfunny,human
779,I identify as goldfish.,Human,False,True,23,1019,2160,4584,Top 5 Unfunny,human
779,"Well, as it turns out, he didn't taste like chicken.",Human,False,True,52,1166,2460,5216,Top 5 Unfunny,human
779,"Technically, the fish is still in the bowl.",Human,False,True,43,1100,1752,4336,Top 5 Funny,human
779,"Well, as it turns out, he didn't taste like chicken.",Human,False,True,52,1166,2460,5216,Top 5 Funny,human
779,"Technically, the goldfish is still in this bowl.",Human,False,True,48,1185,1923,4666,Top 5 Funny,human
779,You sure this'll fool the landlord?,Human,True,True,35,1317,2053,5000,Top 5 Funny,human
779,I don't ask you how you squeezed into that sweater.,Human,False,True,51,1725,2006,5564,Top 5 Funny,human
780,He looked solid on paper.,Human,False,True,25,989,1770,4099,Top 5 Unfunny,human
780,Sink or swim is nothing. Be glad you weren't here when the corporate culture was dog eat dog.,Human,False,True,93,1238,2131,4776,Top 5 Funny,human
780,He looked solid on paper.,Human,False,True,25,989,1770,4099,Top 5 Funny,human
780,And the boss thought he walked on water,Human,False,False,39,920,2028,4324,Top 5 Funny,human
780,They say it’s better for your back than a standing desk.,Human,False,True,56,840,1610,3712,Top 5 Funny,human
780,We’re all drowning in work Harold - spare us the drama.,Human,False,True,55,814,1507,3448,Top 5 Funny,human
780,And the boss thought he walked on water,Human,False,False,39,920,2028,4324,Top 5 Unfunny,human
780,Sink or swim is nothing. Be glad you weren't here when the corporate culture was dog eat dog.,Human,False,True,93,1238,2131,4776,Top 5 Unfunny,human
780,He's just treading water until he can retire.,Human,False,True,45,813,1644,3885,Top 5 Unfunny,human
780,They say it’s better for your back than a standing desk.,Human,False,True,56,840,1610,3712,Top 5 Unfunny,human
781,A circus? Really. And what do you do there?,Human,True,True,43,556,1520,3031,Top 5 Unfunny,human
781,Where do you see yourself in five seconds?,Human,True,True,42,744,1599,3419,Top 5 Funny,human
781,Call to let me know you got home safe.,Human,False,True,38,729,1787,3672,Top 5 Funny,human
781,"I hate to see you go, but I love to watch you leave.",Human,False,True,52,681,1448,3011,Top 5 Funny,human
781,So...how long has the circus been letting you work from home?,Human,True,True,61,699,1608,3180,Top 5 Funny,human
781,I heard you were leaving but I didn't know you were getting fired.,Human,False,True,66,614,1520,2985,Top 5 Funny,human
781,Call to let me know you got home safe.,Human,False,True,38,729,1787,3672,Top 5 Unfunny,human
781,So...how long has the circus been letting you work from home?,Human,True,True,61,699,1608,3180,Top 5 Unfunny,human
781,Where do you see yourself in five seconds?,Human,True,True,42,744,1599,3419,Top 5 Unfunny,human
781,I heard you were leaving but I didn't know you were getting fired.,Human,False,True,66,614,1520,2985,Top 5 Unfunny,human
782,"Ok, you win, there are more annoying people than you.",Human,False,True,53,838,2097,4238,Top 5 Funny,human
782,This is why I hate asking for directions in Paris.,Human,False,True,50,759,1900,4030,Top 5 Funny,human
782,Just pretend to give them your wallet.,Human,False,True,38,749,2016,4185,Top 5 Funny,human
782,I won them at a silent auction.,Human,False,True,31,910,2134,4560,Top 5 Unfunny,human
782,"Ok, you win, there are more annoying people than you.",Human,False,True,53,838,2097,4238,Top 5 Unfunny,human
782,I really don't need two more men in my life who never talk.,Human,False,True,59,769,1667,3445,Top 5 Funny,human
782,Just pretend to give them your wallet.,Human,False,True,38,749,2016,4185,Top 5 Unfunny,human
782,Pretty sure I said French wines.,Human,False,True,32,693,1989,3922,Top 5 Unfunny,human
782,Pretend to give them a dollar.,Human,False,True,30,687,1952,4000,Top 5 Unfunny,human
782,I won them at a silent auction.,Human,False,True,31,910,2134,4560,Top 5 Funny,human
783,What happened after they invited you for a dip?,Human,True,True,47,769,1721,3695,Top 5 Unfunny,human
783,It's not just your kids that hate you. All kids hate you.,Human,False,True,57,927,2091,4219,Top 5 Funny,human
783,It's not just your kids that hate you. All kids hate you.,Human,False,True,57,927,2091,4219,Top 5 Unfunny,human
783,"It's perfectly normal to feel depressed around the hollandaise.""",Human,False,False,64,1442,2188,4827,Top 5 Funny,human
783,"It's perfectly normal to feel depressed around the hollandaise.""",Human,False,False,64,1442,2188,4827,Top 5 Unfunny,human
783,"Usually, I treat couch potatoes.",Human,False,True,32,793,1461,3328,Top 5 Funny,human
783,I'm afraid that you're in a persistent vegetative state.,Human,False,True,56,831,1781,3805,Top 5 Funny,human
783,"If you think it’s not easy being green, you should try being black.",Human,False,True,67,866,1693,3521,Top 5 Funny,human
783,I'm afraid that you're in a persistent vegetative state.,Human,False,True,56,831,1781,3805,Top 5 Unfunny,human
783,"If you think it’s not easy being green, you should try being black.",Human,False,True,67,866,1693,3521,Top 5 Unfunny,human
784,"From my angle, it says Digest Readers.",Human,False,True,38,2810,4661,10665,Top 5 Unfunny,human
784,I find Nietzsche hard to digest.,Human,False,True,32,1904,4695,10021,Top 5 Unfunny,human
784,"I have something to tell you, but first I want to ask if you've noticed how pleasant it is without all the barking this morning?",Human,True,True,128,2876,4817,10993,Top 5 Funny,human
784,Looks like you ordered from the wrong Amazon.,Human,False,True,45,2539,4214,9730,Top 5 Funny,human
784,Experiencing reptile dysfunction?,Human,True,True,33,2554,4525,9829,Top 5 Funny,human
784,"From my angle, it says Digest Readers.",Human,False,True,38,2810,4661,10665,Top 5 Funny,human
784,"I have something to tell you, but first I want to ask if you've noticed how pleasant it is without all the barking this morning?",Human,True,True,128,2876,4817,10993,Top 5 Unfunny,human
784,George quickly realized he ordered from the wrong Amazon.,Human,False,True,57,3671,5423,12681,Top 5 Funny,human
784,I also love to unwind.,Human,False,True,22,2081,5703,12114,Top 5 Unfunny,human
784,George quickly realized he ordered from the wrong Amazon.,Human,False,True,57,3671,5423,12681,Top 5 Unfunny,human
785,This used to be an upright establishment.,Human,False,True,41,468,975,2099,Top 5 Funny,human
785,"Come out with your hands up, wrists straight, fingers gently curved!",Human,False,True,68,461,793,1670,Top 5 Funny,human
785,Sheriff ain’t gonna like the sound of this.,Human,False,True,43,222,565,1177,Top 5 Unfunny,human
785,Looks like treble at the OK Chorale.,Human,False,True,36,250,599,1217,Top 5 Unfunny,human
785,"When Snake told me that he sold his horse for a grand, I figured...",Human,False,True,67,271,634,1261,Top 5 Unfunny,human
785,"Come out with your hands up, wrists straight, fingers gently curved!",Human,False,True,68,461,793,1670,Top 5 Unfunny,human
785,This used to be an upright establishment.,Human,False,True,41,468,975,2099,Top 5 Unfunny,human
785,Looks like treble at the OK Chorale.,Human,False,True,36,250,599,1217,Top 5 Funny,human
785,He's got until sundown to get out of tune.,Human,False,True,42,264,526,1055,Top 5 Funny,human
785,"When Snake told me that he sold his horse for a grand, I figured...",Human,False,True,67,271,634,1261,Top 5 Funny,human
786,"And what value would you place on *your* testicles, Mr. Flanagan?",Human,True,True,65,1657,2509,5721,Top 5 Unfunny,human
786,My client wants to play ball.,Human,False,True,29,1330,2499,6157,Top 5 Unfunny,human
786,My client wants out.,Human,False,True,20,1559,2896,6651,Top 5 Unfunny,human
786,My client wants out.,Human,False,True,20,1559,2896,6651,Top 5 Funny,human
786,It's simple really. He's had his shots. He wants you to get yours.,Human,False,True,66,1611,2543,5996,Top 5 Unfunny,human
786,My client is prepared to walk.,Human,False,True,30,1775,2781,7163,Top 5 Unfunny,human
786,"He'll negotiate, but he won't beg.",Human,False,True,34,1512,2317,6346,Top 5 Funny,human
786,It's simple really. He's had his shots. He wants you to get yours.,Human,False,True,66,1611,2543,5996,Top 5 Funny,human
786,"And what value would you place on *your* testicles, Mr. Flanagan?",Human,True,True,65,1657,2509,5721,Top 5 Funny,human
786,My client is prepared to walk.,Human,False,True,30,1775,2781,7163,Top 5 Funny,human
787,Of course I’m living in the past. Have you seen the present?!,Human,True,True,61,754,1519,3380,Top 5 Funny,human
787,Just had a thought. What if I put the wheel on the outside?,Human,True,True,59,629,1346,2813,Top 5 Funny,human
787,Are you trying to tell me that B.C. is a place in Canada?,Human,True,True,57,804,1813,3774,Top 5 Unfunny,human
787,Packing for the Republican National Convention gets easier and easier every four years.,Human,False,True,87,816,1759,3502,Top 5 Unfunny,human
787,Are you trying to tell me that B.C. is a place in Canada?,Human,True,True,57,804,1813,3774,Top 5 Funny,human
787,Packing for the Republican National Convention gets easier and easier every four years.,Human,False,True,87,816,1759,3502,Top 5 Funny,human
787,This is all they are allowing me to bring to the Texas Science Convention.,Human,False,True,74,761,1711,3247,Top 5 Unfunny,human
787,Of course I’m living in the past. Have you seen the present?!,Human,True,True,61,754,1519,3380,Top 5 Unfunny,human
787,Just had a thought. What if I put the wheel on the outside?,Human,True,True,59,629,1346,2813,Top 5 Unfunny,human
787,This is all they are allowing me to bring to the Texas Science Convention.,Human,False,True,74,761,1711,3247,Top 5 Funny,human
788,Or you could just get vaccinated.,Human,False,True,33,1739,2969,6605,Top 5 Funny,human
788,Let’s see you take one small step.,Human,False,True,34,1064,2190,5056,Top 5 Unfunny,human
788,Is it a destination wedding?,Human,True,True,28,1119,2393,5130,Top 5 Unfunny,human
788,I assume it’s a destination wedding?,Human,True,True,36,1831,3115,7040,Top 5 Funny,human
788,Or you could get vaccinated.,Human,False,True,28,1742,2998,6626,Top 5 Unfunny,human
788,I assume it’s a destination wedding?,Human,True,True,36,1831,3115,7040,Top 5 Unfunny,human
788,Let’s see you take one small step.,Human,False,True,34,1064,2190,5056,Top 5 Funny,human
788,Is it a destination wedding?,Human,True,True,28,1119,2393,5130,Top 5 Funny,human
788,Or you could get vaccinated.,Human,False,True,28,1742,2998,6626,Top 5 Funny,human
788,Or you could just get vaccinated.,Human,False,True,33,1739,2969,6605,Top 5 Unfunny,human
789,I really hope you make better use of your last two wishes.,Human,False,True,58,508,1003,2177,Top 5 Unfunny,human
789,Do you have to come in here every time I turn on the light?,Human,True,True,59,615,1021,2341,Top 5 Funny,human
789,Do you have to come in here every time I turn on the light?,Human,True,True,59,615,1021,2341,Top 5 Unfunny,human
789,This wasn’t what I meant when I told you to grow a pair.,Human,False,True,56,247,568,1101,Top 5 Unfunny,human
789,What the hell is a midlife chrysalis?,Human,True,True,37,357,721,1454,Top 5 Unfunny,human
789,You went out for wings without me?,Human,True,True,34,239,529,1082,Top 5 Funny,human
789,"Ok, fine. You are capable of change.",Human,False,True,36,220,555,1164,Top 5 Unfunny,human
789,This wasn’t what I meant when I told you to grow a pair.,Human,False,True,56,247,568,1101,Top 5 Funny,human
789,What the hell is a midlife chrysalis?,Human,True,True,37,357,721,1454,Top 5 Funny,human
789,I really hope you make better use of your last two wishes.,Human,False,True,58,508,1003,2177,Top 5 Funny,human
790,I see your divorce went well.,Human,False,True,29,1452,3066,6462,Top 5 Funny,human
790,Walter soon realized that he was not prepared for life in the fast lane.,Human,False,True,72,1438,2937,6447,Top 5 Funny,human
790,"Sir, I am not going to tell you again, your ride is over.",Human,False,True,57,1740,3430,7244,Top 5 Funny,human
790,"Sir, I am not going to tell you again, your ride is over.",Human,False,True,57,1740,3430,7244,Top 5 Unfunny,human
790,I see your divorce went well.,Human,False,True,29,1452,3066,6462,Top 5 Unfunny,human
790,Does it look like I would know where the nearest gas station is?,Human,True,True,64,1050,3056,6134,Top 5 Unfunny,human
790,Walter soon realized that he was not prepared for life in the fast lane.,Human,False,True,72,1438,2937,6447,Top 5 Unfunny,human
790,How far to the nearest metal ceiling?,Human,True,True,37,1454,4088,7769,Top 5 Funny,human
790,Told you I had the better divorce lawyer!,Human,False,True,41,1342,2936,6016,Top 5 Funny,human
790,How far to the nearest metal ceiling?,Human,True,True,37,1454,4088,7769,Top 5 Unfunny,human
791,I wanted something with a big-dog feel without the fat-cat vibe.,Human,False,True,64,714,1622,3564,Top 5 Unfunny,human
791,The bathroom is still outside.,Human,False,True,30,1008,1660,4096,Top 5 Funny,human
791,I’m pretty sure I wasn’t their first choice.,Human,False,True,44,1092,1288,3671,Top 5 Funny,human
791,I'm a very good boy.,Human,False,True,20,971,2155,4428,Top 5 Funny,human
791,They’ll eventually figure out I’m full grown.,Human,False,True,45,952,1393,3668,Top 5 Funny,human
791,I'm a very good boy.,Human,False,True,20,971,2155,4428,Top 5 Unfunny,human
791,The bathroom is still outside.,Human,False,True,30,1008,1660,4096,Top 5 Unfunny,human
791,Look at what I'm able to afford just by leaving California!,Human,False,True,59,976,1617,3902,Top 5 Funny,human
791,It intimidates the mailman.,Human,False,True,27,655,1625,3629,Top 5 Unfunny,human
791,Look at what I'm able to afford just by leaving California!,Human,False,True,59,976,1617,3902,Top 5 Unfunny,human
792,"These reviews are all terrible, but 'washed up' really hurts.",Human,False,True,61,1068,2026,4378,Top 5 Unfunny,human
792,"‘Good news, you got into Juilliard’",Human,False,False,35,917,1638,3763,Top 5 Funny,human
792,"If you no longer wish to receive these messages, check unsubscribe and  place in the bottle labeled return.",Human,False,True,107,1101,2196,4887,Top 5 Funny,human
792,Please rate your cruise on a scale of 1-10.,Human,False,True,43,1110,2314,4853,Top 5 Unfunny,human
792,"If you no longer wish to receive these messages, check unsubscribe and  place in the bottle labeled return.",Human,False,True,107,1101,2196,4887,Top 5 Unfunny,human
792,It's bad news.  Elvis is dead.,Human,False,True,30,834,2153,3895,Top 5 Unfunny,human
792,"So far, it looks like no one is coming to the recital.",Human,False,True,54,915,2101,4523,Top 5 Unfunny,human
792,Please rate your cruise on a scale of 1-10.,Human,False,True,43,1110,2314,4853,Top 5 Funny,human
792,"So far, it looks like no one is coming to the recital.",Human,False,True,54,915,2101,4523,Top 5 Funny,human
792,"These reviews are all terrible, but 'washed up' really hurts.",Human,False,True,61,1068,2026,4378,Top 5 Funny,human
793,I’d appreciate the ‘Endangered Species’ discount,Human,False,False,48,627,1522,3171,Top 5 Unfunny,human
793,"No bag, thanks. I want my wife to think I caught it.",Human,False,True,52,713,1468,3272,Top 5 Unfunny,human
793,It's an appetizer. I'm having people for dinner tonight.,Human,False,True,56,1155,1894,4148,Top 5 Funny,human
793,Throw it to me.  I want to say I caught it.,Human,False,True,43,776,1369,3202,Top 5 Unfunny,human
793,"Sure, it's fresh.  I know the guy who caught it.",Human,False,True,48,663,1531,2802,Top 5 Unfunny,human
793,"Sure, it's fresh.  I know the guy who caught it.",Human,False,True,48,663,1531,2802,Top 5 Funny,human
793,"No bag, thanks. I want my wife to think I caught it.",Human,False,True,52,713,1468,3272,Top 5 Funny,human
793,Throw it to me.  I want to say I caught it.,Human,False,True,43,776,1369,3202,Top 5 Funny,human
793,It's an appetizer. I'm having people for dinner tonight.,Human,False,True,56,1155,1894,4148,Top 5 Unfunny,human
793,Teach a bear to shop and he will never have to fish again.,Human,False,True,58,863,1102,2879,Top 5 Funny,human
794,"Stop quibbling, Stan.  We finally got grandkids.",Human,False,True,48,743,1587,3056,Top 5 Unfunny,human
794,It’s worse than an invasion. It’s an audit.,Human,False,True,43,1326,2038,5090,Top 5 Unfunny,human
794,Those must be the legal aliens.,Human,False,True,31,751,1386,3167,Top 5 Unfunny,human
794,It’s worse than an invasion. It’s an audit.,Human,False,True,43,1326,2038,5090,Top 5 Funny,human
794,Oh no. Legal aliens.,Human,False,True,20,941,1657,3672,Top 5 Unfunny,human
794,"Oh, I thought Robert said he was practicing Martial law.",Human,False,True,56,785,1303,3051,Top 5 Funny,human
794,Oh no! They’re returning him.,Human,False,True,29,762,1650,3581,Top 5 Funny,human
794,Those must be the legal aliens.,Human,False,True,31,751,1386,3167,Top 5 Funny,human
794,Oh no! They’re returning him.,Human,False,True,29,762,1650,3581,Top 5 Unfunny,human
794,Oh no. Legal aliens.,Human,False,True,20,941,1657,3672,Top 5 Funny,human
795,"If you can't eat with the one you love, eat the one you're with.",Human,False,True,64,926,1910,3971,Top 5 Funny,human
795,You mate it. We plate it.,Human,False,True,25,825,1503,3241,Top 5 Unfunny,human
795,"Revenge is served cold, madame. Post-coital decapitation is served with potatoes.",Human,False,True,81,673,1663,3243,Top 5 Unfunny,human
795,"Shall I serve your husband first, madame?",Human,True,True,41,786,1706,3615,Top 5 Unfunny,human
795,"If you can't eat with the one you love, eat the one you're with.",Human,False,True,64,926,1910,3971,Top 5 Unfunny,human
795,"Revenge is served cold, madame. Post-coital decapitation is served with potatoes.",Human,False,True,81,673,1663,3243,Top 5 Funny,human
795,I believe you are familiar with the special.,Human,False,True,44,674,1634,3534,Top 5 Funny,human
795,"Shall I serve your husband first, madame?",Human,True,True,41,786,1706,3615,Top 5 Funny,human
795,You mate it. We plate it.,Human,False,True,25,825,1503,3241,Top 5 Funny,human
795,I believe you are familiar with the special.,Human,False,True,44,674,1634,3534,Top 5 Unfunny,human
796,That drummer downstairs doesn't know who he's messing with.,Human,False,True,59,1267,2417,5450,Top 5 Funny,human
796,The bowling alley said I could work from home today.,Human,False,True,52,905,1914,4215,Top 5 Unfunny,human
796,Exactly how many times did you hit “add to cart”?,Human,True,True,49,1052,2015,4513,Top 5 Unfunny,human
796,Lots of people have unusual hobbies.  The guy downstairs enjoys thumping on his ceiling with a broom.,Human,False,True,101,1046,2022,4397,Top 5 Unfunny,human
796,Turns out they only check to see if you return the shoes.,Human,False,True,57,1614,2164,5462,Top 5 Unfunny,human
796,That drummer downstairs doesn't know who he's messing with.,Human,False,True,59,1267,2417,5450,Top 5 Unfunny,human
796,The bowling alley said I could work from home today.,Human,False,True,52,905,1914,4215,Top 5 Funny,human
796,Lots of people have unusual hobbies.  The guy downstairs enjoys thumping on his ceiling with a broom.,Human,False,True,101,1046,2022,4397,Top 5 Funny,human
796,Exactly how many times did you hit “add to cart”?,Human,True,True,49,1052,2015,4513,Top 5 Funny,human
796,Turns out they only check to see if you return the shoes.,Human,False,True,57,1614,2164,5462,Top 5 Funny,human
797,You’re seriously asking why my bathroom breaks are so long?,Human,True,True,59,1221,2182,5188,Top 5 Unfunny,human
797,"My pronouns are thy, thou, and thine.",Human,False,True,37,1660,2591,6022,Top 5 Unfunny,human
797,Is this a Middle Age crisis?,Human,True,True,28,1349,2065,5116,Top 5 Unfunny,human
797,Must you turn everything into a crusade!,Human,False,True,40,1258,2065,4948,Top 5 Unfunny,human
797,You’re seriously asking why my bathroom breaks are so long?,Human,True,True,59,1221,2182,5188,Top 5 Funny,human
797,Must you turn everything into a crusade!,Human,False,True,40,1258,2065,4948,Top 5 Funny,human
797,Is this a Middle Age crisis?,Human,True,True,28,1349,2065,5116,Top 5 Funny,human
797,If you think that’s uncomfortable you should try wearing heels.,Human,False,True,63,1128,1743,4378,Top 5 Funny,human
797,Your horse is in my parking spot again.,Human,False,True,39,1092,2080,4844,Top 5 Unfunny,human
797,"My pronouns are thy, thou, and thine.",Human,False,True,37,1660,2591,6022,Top 5 Funny,human
798,Now this is what I call meals on wheels.,Human,False,True,40,951,2091,4490,Top 5 Unfunny,human
798,You don't need a jump start. You need a head start.,Human,False,True,51,988,2005,4476,Top 5 Unfunny,human
798,"Good news, your car troubles are over.",Human,False,True,38,1345,2426,5523,Top 5 Unfunny,human
798,"Ooh, a pop-up restaurant.",Human,False,True,25,1141,2455,5310,Top 5 Unfunny,human
798,Now this is what I call meals on wheels.,Human,False,True,40,951,2091,4490,Top 5 Funny,human
798,You don't need a jump start. You need a head start.,Human,False,True,51,988,2005,4476,Top 5 Funny,human
798,"Ooh, a pop-up restaurant.",Human,False,True,25,1141,2455,5310,Top 5 Funny,human
798,"Good news, your car troubles are over.",Human,False,True,38,1345,2426,5523,Top 5 Funny,human
798,"Don't worry, you'll be running in no time.",Human,False,True,42,1363,2345,5567,Top 5 Unfunny,human
798,"Don't worry, you'll be running in no time.",Human,False,True,42,1363,2345,5567,Top 5 Funny,human
799,Are you ignoring anyone else?,Human,True,True,29,1443,2991,6726,Top 5 Unfunny,human
799,I hope it pairs well with whatever you dragged in.,Human,False,True,50,1755,2913,7119,Top 5 Funny,human
799,"To be honest, not what I was expecting when you said you were a cat person.",Human,False,True,75,1601,2816,6646,Top 5 Funny,human
799,"I must say, when your profile said “Must like cats” this isn’t exactly what I was expecting…",Human,False,False,92,1600,3055,7094,Top 5 Funny,human
799,"I must say, when your profile said “Must like cats” this isn’t exactly what I was expecting…",Human,False,False,92,1600,3055,7094,Top 5 Unfunny,human
799,"..... and that's when she said, 'It's me or the cat.",Human,False,True,52,1913,2831,7108,Top 5 Funny,human
799,I hope it pairs well with whatever you dragged in.,Human,False,True,50,1755,2913,7119,Top 5 Unfunny,human
799,"..... and that's when she said, 'It's me or the cat.",Human,False,True,52,1913,2831,7108,Top 5 Unfunny,human
799,Finish your wine and I’ll explain what I meant by ‘fixed’”.,Human,False,True,59,1853,2822,6885,Top 5 Unfunny,human
799,Finish your wine and I’ll explain what I meant by ‘fixed’”.,Human,False,True,59,1853,2822,6885,Top 5 Funny,human
800,It was even weirder when he was on the swim team.,Human,False,True,49,778,1127,2770,Top 5 Funny,human
800,We're hoping to see more of him as the season goes on!,Human,False,True,54,650,876,2495,Top 5 Funny,human
800,How did they find this guy?,Human,True,True,27,646,1106,2683,Top 5 Funny,human
800,He’s the kind of talent you rarely see.,Human,False,True,39,607,941,2493,Top 5 Funny,human
800,It was even weirder when he was on the swim team.,Human,False,True,49,778,1127,2770,Top 5 Unfunny,human
800,How did they find this guy?,Human,True,True,27,646,1106,2683,Top 5 Unfunny,human
800,He's got no skin in the game.,Human,False,True,29,589,1067,2507,Top 5 Unfunny,human
800,"He says his folks come to every game, but I haven’t seen ‘em yet.",Human,False,True,65,559,1061,2489,Top 5 Unfunny,human
800,"We DID draft him sight unseen""",Human,False,False,30,524,1037,2472,Top 5 Unfunny,human
800,He's got no skin in the game.,Human,False,True,29,589,1067,2507,Top 5 Funny,human
801,What do you mean I don’t have time for another game?,Human,True,True,52,750,1569,3270,Top 5 Funny,human
801,Hold up! You can’t take my pieces by just claiming their time has come.,Human,False,True,71,387,1096,2091,Top 5 Funny,human
